,,REGION,PROVINCE,CITY/ MUNICIPALITY,"BLDG OR HOUSE NO., STREET, BRGY (as applicable)",NAME OF FACILITY,OWNERSHIP,OWNERSHIP CLASS,CLASS,SERVCE CAPABILITY,ABC,CONTACT NOS.,E-MAIL ADDRESS,VALIDITY FROM,VALIDITY UNTIL
,763,NCR,Metro Manila,Muntinlupa City,"1 National Road, Putatan, Muntinlupa City",ALABANG MEDICAL CLINIC-MUNTINLUPA BRANCH,Private,,General,Level 1,25,8861-1187/09088633291,amc.munti@yahoo.com,1/1/2025,12/31/2025
,764,NCR,Metro Manila,Muntinlupa City,"#2205 Civic Drive, Filinvest Corporate City, Alabang, Muntinlupa City",ASIAN HOSPITAL INC.,Private,N/A,General,Level 3,296,8771-9000,info@asianhospital.com,1/1/2025,12/31/2025
,765,NCR,Metro Manila,Muntinlupa City,"#38 National Road, Putatan, Muntinlupa City","MEDICAL CENTER MUNTINLUPA, INC.",Private,,General,Level 2,100,8861-1687/09178375263,mcmincoffice@gmail.com,1/1/2025,12/31/2025
,766,NCR,Metro Manila,Parañaque,"Coastal Road, Brgy. San Dionisio, Parañaque City","FOUNDATION OF OUR LADY OF PEACE MISSION, INC. (OUR LADY OF PEACE HOSPITAL)",Private,,General,Level 1,90,288963840,olph2002@gmail.com,1/1/2025,12/31/2025
,767,NCR,Metro Manila,Parañaque,"Dr. A. Santos Ave., Sucat, Parañaque City","MEDICAL CENTER PARAÑAQUE, INC.",Private,N/A,General,Level 2,56,5318-9999 loc 812,medicaloffice@medicalcenterparanaque.com,1/1/2025,12/31/2025
,768,NCR,Metro Manila,Parañaque,"Dr. A. Santos Avenue, Sucat Road,
Parañaque City","OLIVAREZ GENERAL HOSPITAL, INC.",Private,,General,Level 1,50,88267966/8826-0684/09694147596,hrdepartment@olivarezgenhospital.com,1/1/2025,12/31/2025
,769,NCR,Metro Manila,Parañaque,"Km. 17, West Service Road, Brgy. Marcelo, Parañaque City",SOUTH SUPERHIGHWAY MEDICAL CENTER,Private,,General,Level 2,50,8823-2027/09189042480,ssmc.humanresources@gmail.com,1/1/2025,12/31/2025
,770,NCR,Metro Manila,Parañaque,"Amvel Business Park, Dr. A. Santos Ave., Brgy. San Dionisio, Sucat Road, Parañaque City",THE PREMIER MEDICAL CENTER,Private,,General,Level 2,40,8865-2200 loc. 134,tpmc.oha@gmail.com,1/1/2025,12/31/2025
,771,NCR,Metro Manila,Parañaque,"#175 Doña Soledad Ave., Betterliving Subd., Parañaque City","UHBI - PARAÑAQUE DOCTORS HOSPITAL, INC.",Private,,General,Level 2,94,8776-0645/09175564833,pdhdirectorsoffice@gmail.com,1/1/2025,12/31/2025
,772,NCR,Metro Manila,Parañaque,"Dr. A. Santos Avenue, Brgy. San Isidro, Sucat Road, Parañaque City","UNIHEALTH PARAÑAQUE HOSPITAL AND MEDICAL CENTER, INC.",Private,N/A,General,Level 2,100,02 88320641 local 7955 / 0917 586 2370,upar.executiveoffice@gmail.com,1/1/2025,12/31/2025
,773,NCR,Metro Manila,Pasay City,"#1975 Donada St., Pasay City",ADVENTIST MEDICAL CENTER MANILA,Private,N/A,General,Level 3,150,85259191,info@amcmanila.org,1/1/2025,12/31/2025
,774,NCR,Metro Manila,Pasay City,"808 M. DELA CRUZ STREET EXT., BARANGAY 141, PASAY CITY, METRO MANILA, NCR, 1300",METRO PASAY HOSPITAL AND MEDICAL CENTER,Private,N/A,General,Level 2,42,0962-044-8372,metropasayhr@gmail.com,11/11/2025,12/31/2025
,775,NCR,Metro Manila,Pasay City,"#2772 Roxas Blvd., Pasay City","SAN JUAN DE DIOS EDUCATIONAL FOUNDATION, INC.",Private,N/A,General,Level 3,230,5512763,admission_office@sjdefi.edu.ph,1/1/2025,12/31/2025
,776,NCR,Metro Manila,Pasig City,"185 Dr. Sixto Antonio Ave., Rosario, Pasig City",ALFONSO SPECIALIST HOSPITAL,Private,,General,Level 1,22,8.57E+07,alfonsospecialist_hospital@yahoo.com,1/1/2025,12/31/2025
,777,NCR,Metro Manila,Pasig City,"19 Pres. Quezon St., Lifehomes Subdivision, Rosario Pasig City",HOLYLIFE HOSPITAL,Private,,General,Level 1,28,7919-0179,holylifehospital@yahoo.com.ph,1/1/2025,12/31/2025
,778,NCR,Metro Manila,Pasig City,"10 Evangelista Road, Brgy. Santolan, Pasig City","MARIKINA DOCTORS HOSPITAL AND MEDICAL CENTER, INC.",Private,,General,Level 1,54,8535-3837,mdhmc.ao2@gmail.com / beth0939@yahoo.com,1/1/2025,12/31/2025
,779,NCR,Metro Manila,Pasig City,"Km. 17, Ortigas Avenue Extension, Rosario, Pasig City",MISSION HOSPITAL,Private,,General,Level 1,30,8656-2851,mission_hospital98@yahoo.com,1/1/2025,12/31/2025
,780,NCR,Metro Manila,Pasig City,"254 Amang Rodriguez Avenue, Manggahan, Pasig City",PASIG DOCTORS MEDICAL CENTER INC.,Private,,General,Level 2,66,8878-7362 / 09173218914,pasigdoctorsmedicalcenter.inc@gmail.com,1/1/2025,12/31/2025
,781,NCR,Metro Manila,Pasig City,"Lot A2A Marcos Highway, Dela Paz, Pasig City","SALVE REGINA GENERAL HOSPITAL, INC.",Private,,General,Level 1,50,(02) 86453035,salvereginahosp@gmail.com,1/1/2025,12/31/2025
,782,NCR,Metro Manila,Pasig City,"116 E. Amang Rodriguez Avenue, Santolan, Pasig City",ST. CAMILLUS MEDICAL CENTER,Private,,General,Level 2,24,8645-3741/09162954954,scmc.qa2022@gmail.com,1/1/2025,12/31/2025
,783,NCR,Metro Manila,Pasig City,"3338 Kaginhawahan Rd., Karangalan Village, Manggahan, Pasig City","ST. CHRISTIANA HOSPITAL, INC.",Private,,Specialty,Level 1,10,286828751,stchristiana_hospital2010@yahoo.com,1/1/2025,12/31/2025
,784,NCR,Metro Manila,Pasig City,"The Medical City, Don Eugenio Lopez Sr., Medical Complex, Ortigas Avenue, Brgy. Ugong, Pasig City",THE MEDICAL CITY,Private,N/A,General,Level 3,522,988-1000,mail@themedicalcity.com,1/1/2025,12/31/2025
,785,NCR,Metro Manila,Pasig City,"269 C. Raymundo Avenue, Maybunga, Pasig City","TRICITY MEDICAL CENTER, INC.",Private,,General,Level 2,100,8759752/09175152453,tricitymedicalcenter2016@gmail.com,1/1/2025,12/31/2025
,786,NCR,Metro Manila,Pateros,"884 P. Herrera St., Aguho, Pateros, Metro Manila","ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-PATEROS, INC.",Private,,General,Level 2,58,8706-9398,acemcpateros2@gmail.com,1/1/2025,12/31/2025
,787,NCR,Metro Manila,Quezon City,"No. 20 Seminary Road, Bahay Toro, Project 8, Quezon City","ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-QUEZON CITY, INC.",Private,,General,Level 2,100,8283-4003/0933-8650195,acemcquezoncity2@gmail.com,1/1/2025,12/31/2025
,788,NCR,Metro Manila,Quezon City,"#680 Quirino Highway, San Bartolome, Novaliches, Quezon City",BERNARDINO GENERAL HOSPITAL I,Private,,General,Level 2,80,8937-9183/09088807202,bernardino.hosp@gmail.com,1/1/2025,12/31/2025
,789,NCR,Metro Manila,Quezon City,"B1 L2 North Olympus Subd., Zabarte Rd., Brgy. Kaligayahan, Novaliches, Quezon City",BERNARDINO GENERAL HOSPITAL II,Private,,General,Level 1,35,89610328,admbgh2@gmail.com,1/1/2025,12/31/2025
,790,NCR,Metro Manila,Quezon City,"Quezon Ave. Cor. Sct. Magbanua,","CAPITOL MEDICAL CENTER, INC.",Private,N/A,General,Level 3,200,8372-3825,info@capitolmed.edu.ph,1/1/2025,12/31/2025
,791,NCR,Metro Manila,Quezon City,"Lot 3 and 4, Block 3 Neopolitan Business Park, Regalado Highway, Brgy. Greater Lagro, Novaliches, District 2, Quezon City",COMMONWEALTH HOSPITAL AND MEDICAL CENTER,Private,,General,Level 2,148,8930-0000 local 127 & 201,chmc.ph@gmail.com,1/1/2025,12/31/2025
,792,NCR,Metro Manila,Quezon City,"#201 E. Rodriguez Sr. Blvd., Quezon City",DE LOS SANTOS MEDICAL CENTER,Private,N/A,General,Level 3,150,88935762,customercare@dlsmc.ph / medicalaffairs@dlsmc.ph / ilmorada@dlsmc.ph,1/1/2025,12/31/2025
,793,NCR,Metro Manila,Quezon City,"251 Commonwealth Avenue, Matandang Balara, Quezon City","DILIMAN DOCTORS HOSPITAL, INC.",Private,,General,Level 2,130,8883-6900 loc. 2027/09954023055,dilimandoctorshospital2011@gmail.com,1/1/2025,12/31/2025
,794,NCR,Metro Manila,Quezon City,"11 Banawe St., Brgy. Doña Josefa, Quezon City",DR. FE DEL MUNDO MEDICAL CENTER,Private,,General,Level 2,60,87120845,engineering@fedelmundo.com.ph,1/1/2025,12/31/2025
,795,NCR,Metro Manila,Quezon City,"11 Banawe St., Brgy. Doña Josefa, Quezon City",DR. FE DEL MUNDO MEDICAL CENTER,Private,N/A,General,Level 2,60,87120845,engineering@fedelmundo.com.ph,1/1/2025,12/31/2025
,796,NCR,Metro Manila,Quezon City,"#7 Kamuning Road, Quezon City",DR. JESUS C. DELGADO MEMORIAL HOSPITAL,Private,,General,Level 2,65,89244051,dtan@jdmh.ph,1/1/2025,12/31/2025
,797,NCR,Metro Manila,Quezon City,"46 Bukidnon St., Bago Bantay, Quezon City",DR. MONTANO G. RAMOS GENERAL HOSPITAL CORPORATION,Private,,General,Level 1,25,89276628,montano.ramos@yahoo.com.ph,1/1/2025,12/31/2025
,798,NCR,Metro Manila,Quezon City,"Commonwealth Ave. cor. Tandang Sora Ave., Quezon City","F.Y. MANALO MEDICAL FOUNDATION, INC.",Private,,General,Level 2,100,8714-6344/096193422431,info@negh.com.ph,1/1/2025,12/31/2025
,799,NCR,Metro Manila,Quezon City,"Lot 20 cor. Mercury St., Fairview, Quezon City","FAIRVIEW GENERAL HOSPITAL, INC.",Private,,General,Level 1,30,632-89398764,fghjarin@yahoo.com,1/1/2025,12/31/2025
,800,NCR,Metro Manila,Quezon City,"Regalado Avenue Cor. Dahlia, West Fairview, Quezon City","FEU-DR. NICANOR REYES MEDICAL FOUNDATION, INC.",Private,N/A,General,Level 3,300,(02)-3427-0213,info@feu-nrmf.ph,1/1/2025,12/31/2025
,801,NCR,Metro Manila,Quezon City,"531 Commonwealth Avenue, Quezon City","GEN. MIGUEL MALVAR MEDICAL RESEARCH
FOUNDATION, INC.",Private,,General,Level 1,46,89328517,gen.malvarhospital@yahoo.com,1/1/2025,12/31/2025
,802,NCR,Metro Manila,Quezon City,"1001 Mindanao Avenue, Brgy. Bahay Toro, Quezon City","METRO NORTH MEDICAL CENTER AND HOSPITAL, INC.",Private,,General,Level 2,80,8426-8000 local 8149/09171341342,metronorthmedicalcenter@yahoo.com,1/1/2025,12/31/2025
,803,NCR,Metro Manila,Quezon City,"793 Quirino Highway, Brgy. Gulod, Novaliches Quezon City","NOVALICHES GENERAL HOSPITAL, INC.",Private,,General,Level 2,60,8426-8888,nghi@novagen.com.ph,1/1/2025,12/31/2025
,804,NCR,Metro Manila,Quezon City,"Lot 2b, Mindanao Avenue, Brgy. Talipapa, Novaliches, Quezon City","PACIFIC GLOBAL MEDICAL CENTER, INC.",Private,,General,Level 2,100,82487400/79014941 loc. 2002/09178149697,pgmcinc@yahoo.com.ph,1/1/2025,12/31/2025
,805,NCR,Metro Manila,Quezon City,"1515 Quezon Ave., West Triangle, Quezon City","PROVIDENCE HOSPITAL, INC.",Private,,General,Level 2,75,8558-6999/09178345032,phi.admin@providencehospital.com.ph,1/1/2025,12/31/2025
,806,NCR,Metro Manila,Quezon City,"Quirino Highway, Brgy. Pasong Putik, Novaliches, Quezon City","SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",Private,,General,Level 1,18,82989533,lagro.sanlorenzohospital@gmail.com,1/1/2025,12/31/2025
,807,NCR,Metro Manila,Quezon City,"#279 E. Rodriguez Sr. Blvd., Quezon City",ST. LUKE’S MEDICAL CENTER,Private,N/A,General,Level 3,509,8723-0101,customer.qc@stlukes.com.ph,1/1/2025,12/31/2025
,808,NCR,Metro Manila,Quezon City,"6 N. Ramirez St., Brgy. Don Manuel, Quezon City",UNITED DOCTORS MEDICAL CENTER,Private,,General,Level 2,30,8400-4865/09937649372,admin@udmc.com.ph,1/1/2025,12/31/2025
,809,NCR,Metro Manila,Quezon City,"Aurora Boulevard, Quezon City","UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER, INC.",Private,N/A,General,Level 3,307,8715-0861,admission@uerm.edu.ph,1/1/2025,12/31/2025
,810,NCR,Metro Manila,Quezon City,"62 Maginoo St., Diliman, Quezon City","UROLOGY CENTER OF THE PHILIPPINES, INC.",Private,,Specialty,Level 1,16,02-89902373,urologycenterpi@yahoo.com,1/1/2025,12/31/2025
,811,NCR,Metro Manila,Quezon City,"23 Buenamar St., Novaliches, Quezon City","WORD OF HOPE GENERAL HOSPITAL FOUNDATION, INC.",Private,,General,Level 1,30,9178515790,hopegeneralhospital@yahoo.com,1/1/2025,12/31/2025
,812,NCR,Metro Manila,Quezon City,"#960 Aurora Blvd., Brgy. Bagong Buhay, Quezon City",WORLD CITI MEDICAL CENTER,Private,N/A,General,Level 3,120,9177085843,inquiry@worldcitimedicalcenter.com,1/1/2025,12/31/2025
,813,NCR,Metro Manila,San Juan City,"10 Wilson St., Greenhills, San Juan City",CARDINAL SANTOS MEDICAL CENTER,Private,N/A,General,Level 3,297,9619186073,qad@csmc.ph,1/1/2025,12/31/2025
,814,NCR,Metro Manila,Taguig City,"191 M. L. Quezon St., Barangay New Lower Bicutan, Taguig City",BICUTAN MEDICAL CENTER INC.,Private,,General,Level 2,100,09171376627/8538-1280,bmcihrdava@gmail.com,1/1/2025,12/31/2025
,815,NCR,Metro Manila,Taguig City,"37 Gen. Luna St., Brgy. Tuktukan, Taguig City",CRUZ-RABE MATERNITY & GENERAL HOSPITAL,Private,,General,Level 1,25,86423433/09189042480,cruzrabe@gmail.com,1/1/2025,12/31/2025
,816,NCR,Metro Manila,Taguig City,"313 Gen. Santos Avenue, Lower Bicutan, Taguig City",DR. SABILI HEALTH SERVICES CORPORATION,Private,,General,Level 1,40,8837-0917,sabilihospital@yahoo.com,1/1/2025,12/31/2025
,817,NCR,Metro Manila,Taguig City,"Lot 26, Bagsakan Road, FTI Complex, Special Economic Zone, Western, Bicutan, Taguig City",HEALTHWAY CANCER CARE CENTER,Private,N/A,Specialty,Level 3,34,7777 2273,care@healthway.com.ph,1/1/2025,12/31/2025
,818,NCR,Metro Manila,Taguig City,"Lot 1B - Levi B. Mariano Avenue, Barangay Ususan, Taguig City","MEDICAL CENTER OF TAGUIG CITY, INC.",Private,N/A,General,Level 2,80,09176384367/88886264,mctaguig@gmail.com,1/1/2025,12/31/2025
,819,NCR,Metro Manila,Taguig City,"68 Sampaloc Extension, North Signal Village, Taguig City","RECUENCO GENERAL HOSPITAL, INC.",Private,,General,Level 1,12,88085950,"recuencogeneralhospitalinc@gmail.com, recuencomedical@gmail.com",1/1/2025,12/31/2025
,820,NCR,Metro Manila,Taguig City,"Rizal Drive Corner 32Nd Street And 5Th Avenue, Bonifacio Global City, Taguig",ST. LUKE’S MEDICAL CENTER – GLOBAL CITY,Private,N/A,General,Level 3,528,,,1/1/2025,12/31/2025
,821,NCR,Metro Manila,Valenzuela City,548 Mc Arthur Highway Malanday Valenzuela City,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER VALENZUELA, INC.",Private,,General,Level 2,82,8366-0000/09178294482,acemc_valenzuela@yahoo.com,1/1/2025,12/31/2025
,822,NCR,Metro Manila,Valenzuela City,"MacArthur Highway corner 4th St., Marulas, Valenzuela City",CALALANG GENERAL HOSPITAL,Private,,General,Level 1,24,82916802,calalang2016@gmail.com,1/1/2025,12/31/2025
,823,NCR,Metro Manila,Valenzuela City,"120 Mcarthur Highway, Marulas, Valenzuela City",FATIMA UNIVERSITY MEDICAL CENTER,Private,N/A,General,Level 3,150,82916538,fumcwebemail@gmail.com,1/1/2025,12/31/2025
,824,NCR,Metro Manila,Valenzuela City,"Km. 14 McArthur Highway, Malinta, Valenzuela City","VALENZUELA CITICARE MEDICAL CENTER - TIMOG HILAGA PROVIDENCE GROUP, INC.",Private,,General,Level 2,40,88609331,aalba@citicare.com.ph,1/1/2025,12/31/2025
,825,NIR,Negros Occidental,Bacolod City,"C.V.Ramos Avenue, Taculing, Bacolod City, Negros Occidental","ADVENTIST MEDICAL CENTER-BACOLOD, INC.",Private,N/A,General,Level 3,170,(034) 488 7777,mjavelosa@adventisthealth-bcd.com,1/1/2025,12/31/2025
,826,NIR,Negros Occidental,Bacolod City,"Eroreco LN Drive, Brgy. Mandalagan",BACOLOD QUEEN OF MERCY HOSPITAL,Private,N/A,General,Level 2,120,"034-485-2764, 431-3207",bqmhospital2018@gmail.com,1/1/2025,12/31/2025
,827,NIR,Negros Occidental,Bacolod City,"B. Aquino Drive., Brgy. 5, Bacolod City, Negros Occidental",DR. PABLO O. TORRE MEMORIAL HOSPITAL,Private,N/A,General,Level 3,283,(034) 432-7624,totalqualitydivision@rivermedcenter.net,1/1/2025,12/31/2025
,828,NIR,Negros Occidental,Bacolod City,"Burgos Extension, Camingawan, Brgy. Estefania",METRO BACOLOD HOSPITAL AND MEDICAL CENTER,Private,N/A,General,Level 2,80,034-488-7288,metrobacolodhospitalmedcenter@gmail.com,1/1/2025,12/31/2025
,829,NIR,Negros Occidental,Bacolod City,"Araneta Highway, Pahanocoy","SOUTH BACOLOD GENERAL HOSPITAL AND MEDICAL CENTER, INC.",Private,N/A,General,Level 2,40,034-704-2911 to 2914,sbgh@sbghmcl.com,1/1/2025,12/31/2025
,830,NIR,Negros Occidental,Bacolod City,"B.S. Aquino Drive, Brgy. Villamonte, Bacolod City, Negros Occidental","THE DOCTORS' HOSPITAL, INC.",Private,N/A,General,Level 3,169,(034) 468-2100,licensing@thedoctorshospital.com,1/1/2025,12/31/2025
,831,NIR,Negros Occidental,Hinigaran,"Corner M.H. del Pilar and Luna Streets, Brgy. III (Poblacion), Hinigaran, Negros Occidental",HINIGARAN DOCTORS HOSPITAL INC.,Private,,General,Level 1,32,9931632630,hinigaranhdhi@gmail.com,8/13/2025,12/31/2025
,832,NIR,Negros Occidental,Kabankalan City,"Highway Mabinay, Don Emilio Village, Barangay 9",HOLY MOTHER OF MERCY HOSPITAL,Private,N/A,General,Level 2,103,034-471-8881 to 85,hmomhkab@gmail.com,1/1/2025,12/31/2025
,833,NIR,Negros Occidental,Manapla,"Provincial Road & National Highway, Brgy.1-A, Manapla, Negros Occidental",NORTHLAND HOSPITAL,Private,N/A,General,Level 1,30,9088160420,ramongustilohospital@gmail.com,1/1/2025,12/31/2025
,834,NIR,Negros Occidental,Sagay City,"National Highway, Brgy. Poblacion 2","LOPEZ DISTRICT FARMERS HOSPITAL, INC.",Private,N/A,General,Level 1,25,034-488-0868,lodifhi@gmail.com,1/1/2025,12/31/2025
,835,NIR,Negros Occidental,San Carlos City,"C.L. Ledesma Avenue, Brgy. 1","SAN CARLOS DOCTORS’ HOSPITAL, INC.",Private,N/A,General,Level 1,40,034-312-5609,scdhofficerincharge@gmail.com,1/1/2025,12/31/2025
,836,NIR,Negros Oriental,Bayawan City,"Integrated Business Center, Brgy Villareal, Bayawan City, Negros Oriental",ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - BAYAWAN INC.,Private,N/A,General,Level 1,100,(035) 523-6594; 0935-182-2251,acemcbayawan@yahoo.com,1/1/2025,12/31/2025
,837,NIR,Negros Oriental,Dumaguete City,"F. Cimafranca Street, Daro, Dumaguete City, Negros Oriental","ALLIED CARE EXPERTS (ACE) DUMAGUETE DOCTORS, INC.",Private,N/A,General,Level 2,110,(035) 523-5957; 421-2119,acedumaguetedoctors@yahoo.com.ph,1/1/2025,12/31/2025
,838,NIR,Negros Oriental,Dumaguete City,"Bishop Epifanio Surban St. Dumaguete City, Negros Oriental",HOLY CHILD HOSPITAL,Private,N/A,General,Level 2,70,(035) 421-0991 loc. 200,holychildhospital@gmail.com,1/1/2025,12/31/2025
,839,NIR,Negros Oriental,Dumaguete City,"V. Aldecoa Sr. Road, Daro, Dumaguete City, Negros Oriental","SUMC FOUNDATION, INC.",Private,N/A,General,Level 3,300,(035) 420-2000; 225-0841,silliman.medical@yahoo.com; sumcfi_99@yahoo.com,1/1/2025,12/31/2025
,840,NIR,Negros Oriental,Sibulan,"North Nat'l Highway, Tubtubon, Sibulan, Negros Oriental",NEGROS POLYMEDIC HOSPITAL,Private,N/A,General,Level 2,70,(035) 419-2112,ajr@negrospolymedic.com,1/1/2025,12/31/2025
,841,CORDILLERA,Abra,Bangued,"Magallanes St., Zone 5",ASSUMPTA FAMILY HOSPITAL,Private,N/A,General,Level 1,17,9177997644,assumpta_815@yahoo.com.ph,1/1/2025,12/31/2025
,842,CORDILLERA,Abra,Bangued,"Torrijos St., Zone 5",BANGUED CHRISTIAN HOSPITAL,Private,N/A,General,Level 1,17,9979841023,banguedchristianhospital@yahoo.com.ph,1/1/2025,12/31/2025
,843,CORDILLERA,Abra,Bangued,"Peñarrubia St., Zone",DR. PETRONILO V. SEARES SR. MEMORIAL HOSPITAL,Private,N/A,General,Level 1,24,"09353388157/
09677608595",petronilo_seares@yahoo.com.ph,1/1/2025,12/31/2025
,844,CORDILLERA,Benguet,Baguio City,Military Cut-Off,BAGUIO MEDICAL CENTER,Private,N/A,General,Level 1,17,9175022110,bmc68claridad@yahoo.com,1/1/2025,12/31/2025
,845,CORDILLERA,Benguet,Baguio City,General Luna Rd.,NOTRE DAME DE CHARTRES HOSPITAL,Private,N/A,General,Level 2,125,074-304-5960,admin@notredamebaguio.com,1/1/2025,12/31/2025
,846,CORDILLERA,Benguet,Baguio City,Magsaysay Avenue,PINES CITY DOCTORS HOSPITAL,Private,N/A,General,Level 2,110,074-445-2091,pcdh_mail@yahoo.com,1/1/2025,12/31/2025
,847,CORDILLERA,Benguet,Baguio City,Assumption Rd.,SAINT LOUIS UNIVERSITY - SACRED HEART MEDICAL CENTER,Private,N/A,General,Level 3,120,442-5624,fmbautista@slu.edu.ph,1/1/2025,12/31/2025
,848,CORDILLERA,Benguet,Buguias,Abatan,"LUTHERAN HOSPITAL, INC.",Private,N/A,General,Level 1,18,9504886664,lutheranhospitalhroffice@gmail.com,1/1/2025,12/31/2025
,849,CORDILLERA,Benguet,La Trinidad,Puguis,CORDILLERA HOSPITAL OF THE DIVINE GRACE,Private,N/A,General,Level 2,110,9778012334,info@cordillerahospital.com,1/1/2025,12/31/2025
,850,CORDILLERA,Kalinga,Tabuk City,Bulanao,ALMORA GENERAL HOSPITAL,Private,N/A,General,Level 1,50,9996963027,almorageneralhospital@yahoo.com,1/1/2025,12/31/2025
,851,CORDILLERA,Kalinga,Tabuk City,Bulanao,HOLY TRINITY MEDICAL CLINIC,Private,N/A,General,Level 1,50,9276632582,htmcbulanao@yahoo.com,1/1/2025,12/31/2025
,852,CORDILLERA,Kalinga,Tabuk City,San Juan,SAN JUAN GENERAL HOSPITAL,Private,N/A,General,Level 1,15,074-627-7136,sjgh2019@yahoo.com,1/1/2025,12/31/2025
,853,CORDILLERA,Kalinga,Tabuk City,Dagupan Centro,ST. PETER CLAVER HOSPITAL,Private,N/A,General,Level 1,18,9959857717,stpetertabuk@gmail.com,1/1/2025,12/31/2025
,854,CORDILLERA,Mountain Province,Sagada,"Staunton Rd., Poblacion","THE ST. THEODORE OF TARSUS HOSPITAL FOUNDATION, INC.",Private,N/A,General,Level 1,17,9176296084,sth_tarsus@yahoo.com,1/1/2025,12/31/2025
