"hospital_name","source","region","province","municipality","ownership","ownership_class","class","service_capability","beds","BLDG OR HOUSE NO., STREET, BRGY (as applicable)","CONTACT NOS.","E-MAIL ADDRESS","VALIDITY FROM","VALIDITY UNTIL"
ORMOC DISTRICT HOSPITAL,Government,REGION 8,Leyte,Ormoc City,Government,LGU,General,Level 1,"100","Brgy, Cogon, Ormoc City, Leyte","9255038575",ormocdistrict.hospital@yahoo.com,"1/1/2025","12/31/2025"
GOV. BENJAMIN T. ROMUALDEZ GENERAL HOSPITAL & SCHISTOSOMIASIS CENTER,Government,REGION 8,Leyte,Palo,Government,DOH RETAINED,General,Level 1,"100","Brgy. Naga-Naga, Palo, Leyte","9981538188",gbtrghsc.mcc@gmail.com,"1/1/2025","12/31/2025"
LEYTE PROVINCIAL HOSPITAL,Government,REGION 8,Leyte,Palo,Government,LGU,General,Level 1,"50","Brgy. Candahug, Palo, Leyte","9177260862",leyteprov.hospital@gmail.com,"1/1/2025","12/31/2025"
EASTERN VISAYAS MEDICAL CENTER,Government,REGION 8,Leyte,Tacloban City,Government,DOH RETAINED,General,Level 3,"629","Barangay 93 Bagacay, Tacloban City, Eastern Visayas",(053) 888-2735,evrmccao@gmail.com,"1/1/2025","12/31/2025"
TACLOBAN CITY HOSPITAL,Government,REGION 8,Leyte,Tacloban City,Government,LGU,General,Level 1,"25","Brgy. 80, Marasbaras, Tacloban City","9273794685",tchopd16@yahoo.com,"1/1/2025","12/31/2025"
ALLEN DISTRICT HOSPITAL,Government,REGION 8,Northern Samar,Allen,Government,LGU,General,Level 1,"50","Hospital Drive, Kinabranan Zone Ii, Allen, Northern Samar","9171667765",adhallen61@gmail.com,"1/1/2025","12/31/2025"
NORTHERN SAMAR PROVINCIAL HOSPITAL,Government,REGION 8,Northern Samar,Catarman,Government,LGU,General,Level 1,"150","Balite St., Brgy. Acacia, Catarman, Northern Samar","9194709978",nsph_1958@yahoo.com,"1/1/2025","12/31/2025"
BASEY DISTRICT HOSPITAL,Government,REGION 8,Samar,Basey,Government,LGU,General,Level 1,"35","San Miguel St., Brgy. Loyo, Basey, Samar","9159142014",baseydistricthospital@yahoo.com,"1/1/2025","12/31/2025"
CALBAYOG DISTRICT HOSPITAL,Government,REGION 8,Samar,Calbayog City,Government,LGU,General,Level 1,"75","Burgos St., East Awang, Calbayog, Samar","9177901587",calbayog_district_hospital@yahoo.com,"1/1/2025","12/31/2025"
SAMAR PROVINCIAL HOSPITAL,Government,REGION 8,Samar,Catbalogan City,Government,LGU,General,Level 1,"100","Brgy. 07, Catbalogan, Samar","9269806501",samarprovincialhospital@gmail.com.ph,"1/1/2025","12/31/2025"
ANAHAWAN DISTRICT HOSPITAL,Government,REGION 8,Southern Leyte,Anahawan,Government,LGU,General,Level 1,"50","Brgy. Poblacion, Anahawan, Southern Leyte","9458211513
09177778965",anahawandistricthospital@gmail.com,"1/1/2025","12/31/2025"
SALVACION OPPUS YNIGUEZ MEMORIAL PROVINCIAL HOSPITAL,Government,REGION 8,Southern Leyte,Maasin City,Government,LGU,General,Level 1,"100","Barangay Dongon, Maasin City, Southern Leyte","9480114659",records.soymph@gmail.com,"1/1/2025","12/31/2025"
SOGOD DISTRICT HOSPITAL,Government,REGION 8,Southern Leyte,Sogod,Government,LGU,General,Level 1,"25","Osmena St., Zone 1, Sogod, Southern Leyte","9175064570",sogoddistricthospital@gmail.com,"1/1/2025","12/31/2025"
BASILAN MEDICAL CENTER,Government,REGION 9,Basilan,Isabela City,Government,DOH RETAINED,General,Level 2,"129",Binuangan,basgen7300@gmail.com,"1/1/2025","12/31/2025","09-0064-25-H2-1"
SULU PROVINCIAL HOSPITAL,Government,REGION 9,Sulu,Jolo,Government,LGU,General,Level 2,"100","Scott Road, Asturias 1",iphosulu@gmail.com,"5/26/2025","12/31/2025","09-0070-25-H2-1"
SULU SANITARIUM AND GENERAL HOSPITAL,Government,REGION 9,Sulu,Jolo,Government,DOH RETAINED,General,Level 1,"75",Upper San Raymundo,sulusanitarium@ymail.com,"1/1/2025","12/31/2025","09-0045-25-H1-1"
DR. JOSE RIZAL MEMORIAL HOSPITAL,Government,REGION 9,Zamboanga del Norte,Dapitan City,Government,DOH RETAINED,General,Level 2,"200",Lawaan,dohdjrmh@gmail.com,"1/1/2025","12/31/2025","09-0029-25-H2-2"
CORAZON C. AQUINO HOSPITAL,Government,REGION 9,Zamboanga del Norte,Dipolog City,Government,LGU,General,Level 1,"50","Circumferential Road, Biasong",ccah.dipologcity@gmail.com,"1/1/2025","1/31/2025","09-0031-25-H1-1"
ZAMBOANGA DEL NORTE MEDICAL CENTER,Government,REGION 9,Zamboanga del Norte,Dipolog City,Government,LGU,General,Level 1,"146",Sicayab,zanortemed@gmail.com,"1/1/2025","12/31/2025","09-0025-25-H2-2"
CONSTANTINO SORIANO SR. HOSPITAL,Government,REGION 9,Zamboanga del Norte,Siocon,Government,LGU,General,Level 1,"18","Campaner St., Manaol",siocondistricthospital@yahoo.com,"1/1/2025","12/31/2025","09-0056-25-I-1"
MARGOSATUBIG REGIONAL HOSPITAL,Government,REGION 9,Zamboanga del Sur,Margosatubig,Government,DOH RETAINED,General,Level 2,"100",Poblacion,mrh_gov@yahoo.com.ph,"1/1/2025","12/31/2025","09-0046-25-H2-1"
ZAMBOANGA DEL SUR MEDICAL CENTER,Government,REGION 9,Zamboanga del Sur,Pagadian City,Government,LGU,General,Level 2,"100",Dao,zdsmc@yahoo.com,"1/1/2025","12/31/2025","09-0055-25-H2-1"
LABUAN GENERAL HOSPITAL,Government,REGION 9,Zamboanga del Sur,Zamboanga City,Government,DOH RETAINED,General,Level 1,"51",Labuan,lphchd@yahoo.com,"1/1/2025","12/31/2025","09-0048-25-H1-1"
ZAMBOANGA CITY MEDICAL CENTER,Government,REGION 9,Zamboanga del Sur,Zamboanga City,Government,DOH RETAINED,General,Level 3,"400","Dr. Evangelista St., Zamboanga City",mc-chief@zcmc.doh.gov.ph,"1/1/2025","12/31/2025",DOH010425
ZAMBOANGA REGIONAL MEDICAL CENTER,Government,REGION 9,Zamboanga del Sur,Zamboanga City,Government,DOH RETAINED,General,Level 2,"100",Pasobolong,mcs.hrmo@gmail.com,"1/1/2025","12/31/2025","09-0065-25-H2-1"
DR. GEORGE TOCAO HOFER MEDICAL CENTER,Government,REGION 9,Zamboanga Sibugay,Ipil,Government,LGU,General,Level 1,"100","P/Gumamela, Tenan",georgethofermedicalcenter@gmail.com,"1/1/2025","12/31/2025","09-0015-25-H1-1"
BUKIDNON PROVINCIAL HOSPITAL - KIBAWE,Government,REGION 10,Bukidnon,Kibawe,Government,LGU,General,Level 1,"100","C.M. Recto St., Palma",(088)314-1066,bphkibawe@yahoo.com,"1/1/2025","12/31/2025"
BUKIDNON PROVINCIAL MEDICAL CENTER - MALAYBALAY CITY,Government,REGION 10,Bukidnon,Malaybalay City,Government,LGU,General,Level 2,"150",Casisang,(088)813-7380 / 09176269737,bpmc.malaybalay@yahoo.com,"1/1/2025","12/31/2025"
BUKIDNON PROVINCIAL HOSPITAL - MANOLO FORTICH,Government,REGION 10,Bukidnon,Manolo Fortich,Government,LGU,General,Level 1,"68",San Miguel,(088)813-3055,bphmanolo@gmail.com,"1/1/2025","12/31/2025"
BUKIDNON PROVINCIAL HOSPITAL - MARAMAG,Government,REGION 10,Bukidnon,Maramag,Government,LGU,General,Level 2,"130","",(088)828-1962 / 09173055020,bph_maramag@yahoo.com,"1/1/2025","12/31/2025"
CAMIGUIN GENERAL HOSPITAL,Government,REGION 10,Camiguin,Mambajao,Government,DOH RETAINED,General,Level 1,"105","Lakas, Poblacion",(088)387-0535 / telefax (088)387-1216 / 09261495580,camgenhospital@yahoo.com / camgenhospital@gmail.com,"1/1/2025","12/31/2025"
LANAO DEL NORTE PROVINCIAL HOSPITAL,Government,REGION 10,Lanao del Norte,Baroy,Government,LGU,General,Level 1,"100",Lower Sagadan,(063)224-2948 / 09054948714,lnph2018@gmail.com,"1/1/2025","12/31/2025"
GREGORIO T. LLUCH MEMORIAL HOSPITAL,Government,REGION 10,Lanao del Norte,Iligan City,Government,LGU,General,Level 1,"119","Quezon Avenue Extension, Palao",telefax (063)221-6775,gtlmh@ymail.com / lgu.gtlmh@gmail.com,"1/1/2025","12/31/2025"
KAPATAGAN PROVINCIAL HOSPITAL,Government,REGION 10,Lanao del Norte,Kapatagan,Government,LGU,General,Level 1,"100",Maranding Annex,(063)227-9522,kapataganprovincialhospital@gmail.com,"1/1/2025","12/31/2025"
KOLAMBUGAN PROVINCIAL HOSPITAL,Government,REGION 10,Lanao del Norte,Kolambugan,Government,LGU,General,Level 1,"60",Austin Heights,(063)302-3982 / 09062786042,kolph@outlook.com / kolambuganprovincial@gmail.com,"1/1/2025","12/31/2025"
AMAI PAKPAK MEDICAL CENTER,Government,REGION 10,Lanao del Sur,Marawi City,Government,DOH RETAINED,General,Level 3,"438","Barangay Datu Saber, 9700 Marawi City, Lanao Del Sur",(063) 876 0001,info@apmc.doh.gov.ph,"1/1/2025","12/31/2025"
CALAMBA DISTRICT HOSPITAL,Government,REGION 10,Misamis Occidental,Calamba,Government,LGU,General,Level 1,"50",Purok 4 Bunawan,(088)564-0397 / 09308180578,calambadistrict@gmail.com,"1/1/2025","12/31/2025"
MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,Government,REGION 10,Misamis Occidental,Oroquieta City,Government,LGU,General,Level 2,"159","Independence St., Lower Langcangan",(088)531-2242 / 531-2243 / 09367360217,office.moph@gmail.com / moprovincialhospital@gmail.com,"1/1/2025","12/31/2025"
MAYOR HILARION A. RAMIRO SR. MEDICAL CENTER,Government,REGION 10,Misamis Occidental,Ozamiz City,Government,DOH RETAINED,General,Level 3,"550",Maningcol,(088)521-0440 /(088)521-0022,mharsmc@mharsmc.doh.gov.ph,"1/1/2025","12/31/2025"
DOÑA MARIA D. TAN MEMORIAL HOSPITAL,Government,REGION 10,Misamis Occidental,Tangub City,Government,LGU,General,Level 1,"50","Fertig St., Mantic",(088)545-0172 / 09067509507 / 09177718971,dmdtmh_mantic@yahoo.com,"1/1/2025","12/31/2025"
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - BALINGASAG,Government,REGION 10,Misamis Oriental,Balingasag,Government,LGU,General,Level 1,"50","Rizal - Delmar St., Barangay 3",(088)3335413,misorbalingasag@gmail.com,"1/1/2025","12/31/2025"
"CAMP EVANGELISTA STATION HOSPITAL, 4ID, PA",Government,REGION 10,Misamis Oriental,Cagayan de Oro City,Government,LGU,General,Level 1,"50","Camp Evangelista, Patag","0888800608 / 09171409048",cesh_phic4id@yahoo.com / cesh_4id@yahoo.com,"1/1/2025","12/31/2025"
J.R. BORJA GENERAL HOSPITAL,Government,REGION 10,Misamis Oriental,Cagayan de Oro City,Government,LGU,General,Level 2,"250","J.V. Seriña St., Carmen","9177937344",jrborjagenhosp@gmail.com,"1/1/2025","12/31/2025"
NORTHERN MINDANAO MEDICAL CENTER,Government,REGION 10,Misamis Oriental,Cagayan de Oro City,Government,DOH RETAINED,General,Level 3,"600","Capitol Compound, Cagayan De Oro City",(08822) 72-63-62,nmmc_cdo@yahoo.com,"1/1/2025","12/31/2025"
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - GINGOOG,Government,REGION 10,Misamis Oriental,Gingoog City,Government,LGU,General,Level 1,"50",Doña Graciana St.,"9177775962",misorph_gingoog@yahoo.com / misorgingoog@gmail.com,"1/1/2025","12/31/2025"
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - INITAO,Government,REGION 10,Misamis Oriental,Initao,Government,LGU,General,Level 1,"25","Codilla St., Poblacion","0888827248 / 09173289308",misorphinitao@yahoo.com / misorphinitao@gmail.com,"1/1/2025","12/31/2025"
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - MANTICAO,Government,REGION 10,Misamis Oriental,Manticao,Government,LGU,General,Level 1,"25",Poblacion,"9350267612",manticaomisorph@gmail.com / moph.manticao@misamisoriental.gov.ph,"1/1/2025","12/31/2025"
ST. PAUL HOSPITAL,Government,REGION 10,Misamis Oriental,Tagoloan,Government,LGU,General,Level 1,"28","Zone 12, Poblacion",(088)890-4522 / 09922573302 / 09384753191,st.paultagoloan@gmail.com,"1/1/2025","12/31/2025"
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - TALISAYAN,Government,REGION 10,Misamis Oriental,Talisayan,Government,LGU,General,Level 1,"25","National Highway, Mintabon","9171394887",misortalisayan@gmail.com,"1/1/2025","12/31/2025"
DAVAO DE ORO PROVINCIAL HOSPITAL - LAAK,Government,REGION 11,Davao de Oro,Laak,Government,LGU,General,Level 1,"40","Purok 4, Pob. Laak, Davao De Oro","9688674054",ddoph_laakhospital@yahoo.com,"1/1/2025","12/31/2025"
DAVAO DE ORO PROVINCIAL HOSPITAL- MARAGUSAN,Government,REGION 11,Davao de Oro,Maragusan,Government,LGU,General,Level 1,"40","Talisay St., Pob. Maragusan, Davao de Oro","",mmh_comval@yahoo.com; ddophmaragusan@gmail.com,"1/1/2025","12/31/2025"
DAVAO DE ORO PROVINCIAL HOSPITAL - MONTEVISTA,Government,REGION 11,Davao de Oro,Montevista,Government,LGU,General,Level 1,"160","Km. 104 Bankerohan Sur, Montevista","",cvphcvph@yahoo.com,"1/1/2025","12/31/2025"
DAVAO DE ORO PROVINCIAL HOSPITAL - PANTUKAN,Government,REGION 11,Davao de Oro,Pantukan,Government,LGU,General,Level 1,"100","Townsite Pantukan, Davao De Oro","084-372-0335",pdhcvphpantukan@yahoo.com.ph,"1/1/2025","12/31/2025"
DAVAO DEL NORTE HOSPITAL-CARMEN ZONE,Government,REGION 11,Davao del Norte,Carmen,Government,LGU,General,Level 1,"50","Brgy. Ising, Carmen, Dvo Norte","084-628-6592",ddnhospcz@yahoo.com,"1/1/2025","12/31/2025"
DAVAO DEL NORTE HOSPITAL-KAPALONG ZONE,Government,REGION 11,Davao del Norte,Kapalong,Government,LGU,General,Level 1,"75","Quezon St. Maniki Kapalong, Dvo. Norte","084-371-0468",kapalongdistricthospital@yahoo.com,"1/1/2025","12/31/2025"
DAVAO DEL NORTE HOSPITAL-IGACOS ZONE,Government,REGION 11,Davao del Norte,Samal City,Government,LGU,General,Level 1,"50","Datu Taganiog St., Peñaplata, Igacos","084-286-0120",ddnhigacoszone@gmail.com,"1/1/2025","12/31/2025"
DAVAO REGIONAL MED. CENTER,Government,REGION 11,Davao del Norte,Tagum City,Government,DOH RETAINED,General,Level 3,"600","Apokon, Tagum City","084-400-3347/4003050",cao@drmc.doh.gov.p,"1/1/2025","12/31/2025"
SOUTHERN PHILIPPINES MEDICAL CENTER,Government,REGION 11,Davao del Sur,Davao City,Government,DOH RETAINED,General,Level 3,"1200","J.P. Laurel Ave., Bajada","082-2272731",coh.spmc@gmail.com,"1/1/2025","12/31/2025"
DAVAO DEL SUR PROVINCIAL HOSPITAL,Government,REGION 11,Davao del Sur,Digos City,Government,LGU,General,Level 2,"100","Lapu-Lapu St., Digos City","","","1/1/2025","12/31/2025"
DAVAO OCCIDENTAL GENERAL HOSPITAL,Government,REGION 11,Davao Occidental,Malita,Government,DOH RETAINED,General,Level 1,"28","Lacaron, Malita, Davao Occidental","","","1/1/2025","12/31/2025"
MALITA WOMEN'S AND CHILDREN WELLNESS CENTER (FORMERLY: MALITA DITSTRICT HOSPITAL),Government,REGION 11,Davao Occidental,Malita,Government,LGU,General,Level 1,"18","National Highway, Malita, Dvo Occidental","",mdhdavaooccidental.phic.section@gmail.com,"1/1/2025","12/31/2025"
DAVAO ORIENTAL PROVINCIAL MEDICAL CENTER,Government,REGION 11,Davao Oriental,Mati City,Government,LGU,General,Level 2,"100","Mati City, Davao Oriental","087-3883420",dopmcmati1971@gmail.com,"1/1/2025","12/31/2025"
DR. JORGE P. ROYECA CITY HOSPITAL,Government,REGION 12,General Santos,General Santos City,Government,LGU,General,Level 2,"200","E. Fernandez Street, Barangay Lagao","","","1/1/2025","12/31/2025"
COTABATO SANITARIUM AND GENERAL HOSPITAL,Government,REGION 12,Maguindanao,Sultan Kudarat,Government,DOH RETAINED,General,Level 2,"200","Ungap, Sultan Kudarat","9956550149",cotsan1936@gmail.com,"1/1/2025","12/31/2025"
SARANGANI PROVINCIAL HOSPITAL,Government,REGION 12,Sarangani,Alabel,Government,LGU,General,Level 2,"75","Capitol Compound, Maribulan","9171197590",sph_sarangani@gmail.com,"1/1/2025","12/31/2025"
SARANGANI PROVINCIAL HOSPITAL-GLAN,Government,REGION 12,Sarangani,Glan,Government,LGU,General,Level 1,"30",D. Cania Poblacion,"9175027062",gmch2009@yahoo.com,"1/1/2025","12/31/2025"
DR. CORNELIO T. MARTINEZ SR. MEMORIAL HOSPITAL,Government,REGION 12,Sarangani,Kiamba,Government,LGU,General,Level 1,"50","Datu Dani St., Poblacion","9386793712",kdh_kiamba@yahoo.com,"1/1/2025","12/31/2025"
SARANGANI PROVINCIAL HOSPITAL-MALUNGON,Government,REGION 12,Sarangani,Malungon,Government,LGU,General,Level 1,"25",Purok Maliwanag Poblacion,"9171121794",sphmalungon@gmail.com,"1/1/2025","12/31/2025"
ALEOSAN DISTRICT HOSPITAL,Government,REGION 12,North Cotabato,Aleosan,Government,LGU,General,Level 1,"25","Dualing, Aleosan","9382481624",aleosandistrict_hospital@yahoo.com,"1/1/2025","12/31/2025"
CARMEN MUNICIPAL HOSPITAL,Government,REGION 12,North Cotabato,Carmen,Government,LGU,General,Level 1,"24",Rosal St. Poblacion,"9104625549",carmenmunicipalhospital@gmail.com,"1/1/2025","12/31/2025"
COTABATO REGIONAL AND MEDICAL CENTER,Government,REGION 12,North Cotabato,Cotabato City,Government,DOH RETAINED,General,Level 3,"375","Sinsuat Avenue, Cotabato City",(064) 421-2340.,crmc_12@yahoo.com,"1/1/2025","12/31/2025"
UNIVERSITY OF SOUTHERN MINDANAO HOSPITAL,Government,REGION 12,North Cotabato,Kabacan,Government,UNIVERSITY/SCHOOL,General,Level 1,"25","Usm Compound, Poblacion, Kabacan, Cotabato","9319765038",usmhospital1979@yahoo.com,"1/1/2025","12/31/2025"
COTABATO PROVINCIAL HOSPITAL,Government,REGION 12,North Cotabato,Kidapawan City,Government,LGU,General,Level 1,"100",Amas,"9192066257",cotabato.prov.hospital@gmail.com,"1/1/2025","12/31/2025"
MLANG DISTRICT HOSPITAL,Government,REGION 12,North Cotabato,M'lang,Government,LGU,General,Level 1,"50","Rizal Street, Poblacion 8, Mlang","9389637711",mlangdistrict@yahoo.com,"1/1/2025","12/31/2025"
DR. AMADO B. DIAZ PROVINCIAL FOUNDATION HOSPITAL,Government,REGION 12,North Cotabato,Midsayap,Government,LGU,General,Level 1,"50",Roosevelt Street Poblacion 4,"9187303249",dadpfh@yahoo.com,"1/1/2025","12/31/2025"
SOUTH COTABATO PROVINCIAL HOSPITAL,Government,REGION 12,South Cotabato,Koronadal City,Government,LGU,General,Level 2,"200","Aguinaldo Street, Koronadal City","",cphch2021@gmail.com,"1/1/2025","12/31/2025"
NORALA DISTRICT HOSPITAL,Government,REGION 12,South Cotabato,Norala,Government,LGU,General,Level 1,"100",M.Roxas St. Corner Boston St. Poblacion,"9394922020",noraladistrict@gmail.com,"1/1/2025","12/31/2025"
POLOMOLOK GENERAL HOSPITAL,Government,REGION 12,South Cotabato,Polomolok,Government,LGU,General,Level 1,"41","National Highway, Barangay Pagalungan","9620414115",polgenhos2024@gmail.com,"1/1/2025","12/31/2025"
SOCCSKSARGEN GENERAL HOSPITAL,Government,REGION 12,South Cotabato,Surallah,Government,DOH RETAINED,General,Level 1,"75","Crossing Curva, Brgy. Dajay, Surallah","9176792960",sghregionxii@gmail.com,"1/1/2025","12/31/2025"
SULTAN KUDARAT PROVINCIAL HOSPITAL,Government,REGION 12,Sultan Kudarat,Isulan,Government,LGU,General,Level 2,"200","National Highway, Kalawag 2, District I Isulan, Sultan Kudarat",(064) 201 3033,"","1/1/2025","12/31/2025"
SULTAN KUDARAT DISTRICT HOSPITAL,Government,REGION 12,Sultan Kudarat,Lebak,Government,LGU,General,Level 1,"25","Sitio Masurot, Brgy. Kinudalan","9272427263",skdhlebak@gmail.com,"1/1/2025","12/31/2025"
AGUSAN DEL NORTE PROVINCIAL HOSPITAL,Government,REGION 13,Agusan del Norte,Butuan City,Government,LGU,General,Level 1,"100","Brgy. Libertad, Butuan City","8173390",adnph@yahoo.com,"1/1/2025","12/31/2025"
BUTUAN MEDICAL CENTER,Government,REGION 13,Agusan del Norte,Butuan City,Government,LGU,General,Level 2,"150","Brgy. Tiniwisan, Butuan City","815-2648","","1/1/2025","12/31/2025"
VALENTINA GALIDO PLAZA MEMORIAL HOSPITAL,Government,REGION 13,Agusan del Sur,Bunawan,Government,LGU,General,Level 1,"50","Bunawan, Agusan Del Sur","",vgpmh.official@gmail.com,"1/1/2025","12/31/2025"
D.O. PLAZA MEMORIAL HOSPITAL,Government,REGION 13,Agusan del Sur,Prosperidad,Government,LGU,General,Level 2,"100","Prosperidad, Agusan Del Sur","343-74-41/ 343-74-20/343-73-43",dopmhagusan@gmail.com,"1/1/2025","12/31/2025"
TALACOGON DISTRICT HOSPITAL,Government,REGION 13,Agusan del Sur,Talacogon,Government,LGU,General,Level 1,"30","San Isidro, Talacogon, Agusan Del Sur","9193638951",tdh_talacogonads@yahoo.com,"1/2/2025","12/31/2025"
SIARGAO ISLAND MEDICAL CENTER,Government,REGION 13,Surigao del Norte,Dapa,Government,DOH RETAINED,General,Level 1,"50",BARANGAY 1 (POB.),(0950) 536 2182,siargaodh@gmail.com,"1/10/2025","12/31/2025"
SURIGAO DEL NORTE PROVINCIAL HOSPITAL,Government,REGION 13,Surigao del Norte,Placer,Government,LGU,General,Level 1,"50","Brgy. Sta. Cruz, Placer, Surigao Del Norte","","","1/1/2025","12/31/2025"
CARAGA REGIONAL HOSPITAL,Government,REGION 13,Surigao del Norte,Surigao City,Government,DOH RETAINED,General,Level 2,"300",Surigao City,"826-24-59/ 826-31-57/826-1748",caragahospital@gmail.com,"1/1/2025","12/31/2025"
BISLIG DISTRICT HOSPITAL,Government,REGION 13,Surigao del Sur,Bislig City,Government,LGU,General,Level 1,"50","National Highway, Bislig City","853-60-08",bdh_bislig@yahoo.com,"1/1/2025","12/31/2025"
HINATUAN DISTRICT HOSPITAL,Government,REGION 13,Surigao del Sur,Hinatuan,Government,LGU,General,Level 1,"25","Hinatuan, Surigao Del Sur","853-51-12/ 52-46",hinatuandistricthospital74@gmail.com,"1/1/2025","12/31/2025"
LIANGA DISTRICT HOSPITAL,Government,REGION 13,Surigao del Sur,Lianga,Government,LGU,General,Level 1,"25","Lianga, Surigao Del Sur","853-52-22",liangadistricthospital@yahoo.com,"1/1/2025","12/31/2025"
MADRID DISTRICT HOSPITAL,Government,REGION 13,Surigao del Sur,Madrid,Government,LGU,General,Level 1,"25","Madrid, Surigao Del Sur","086-213-4111",Madrid_dh@yahoo.com,"1/1/2025","12/31/2025"
MARIHATAG DISTRICT HOSPITAL,Government,REGION 13,Surigao del Sur,Marihatag,Government,LGU,General,Level 1,"25","Marihatag, Surigao Del Sur","9328895376",mdhmsds@gmail.com,"1/1/2025","12/31/2025"
ADELA SERRA TY MEMORIAL MEDICAL CENTER,Government,REGION 13,Surigao del Sur,Tandag City,Government,DOH RETAINED,General,Level 3,"200","Tandag, Surigao Del Sur","211-37-00","","1/1/2025","12/31/2025"
CALOOCAN CITY MEDICAL CENTER,Government,NCR,Metro Manila,Caloocan City,Government,LGU,General,Level 1,"82","450 A. Mabini St., Caloocan City","5318-3100/09178835857",ccmc.2013@yahoo.com,"1/1/2025","12/31/2025"
CALOOCAN CITY NORTH MEDICAL CENTER,Government,NCR,Metro Manila,Caloocan City,Government,LGU,General,Level 1,"50","Camarin Road, Brgy. 177, Caloocan City","82823397 / 09190052829",ccnmc16@gmail.com,"1/1/2025","12/31/2025"
LUNG CENTER OF THE PHILIPPINES,Government,NCR,Metro Manila,Quezon City,Government,GOCC,Specialty,Level 3,"237","Quezon Avenue, Quezon City","0924 6101",patientbusiness.lcp.gov.ph,"1/1/2025","12/31/2025"
DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM,Government,NCR,Metro Manila,Caloocan City,Government,DOH RETAINED,General,Level 3,"459","St. Joseph Avenue (Dr. Uyguanco Street), Tala, Caloocan City",(02) 8294 2571,djnrmhs.hfdu@gmail.com,"1/1/2025","12/31/2025"
LAS PIÑAS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,Government,NCR,Metro Manila,Las Piñas City,Government,DOH RETAINED,General,Level 3,"418","Bernabe Compound, Pulanglupa, Las Piñas City","8730556",omcc@lpghstc.doh.gov.ph,"1/1/2025","12/31/2025"
OSPITAL NG MAKATI,Government,NCR,Metro Manila,Makati City,Government,LGU,General,Level 3,"300","Sampaguita St. cor. Gumamela St., Brgy. Pembo,
Taguig City",(02) 8882 6316,osmakqualityassurance@yahoo.com.ph,"1/1/2025","12/31/2025"
OSPITAL NG MALABON,Government,NCR,Metro Manila,Malabon City,Government,LGU,General,Level 1,"34","F. Sevilla Boulevard, Tañong, Malabon City",(02) 85188602,ospitalngmalabon@yahoo.com,"1/1/2025","12/31/2025"
